time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-26 00:00:00+00:00,3,2,9.0,6.0
2023-07-27 00:00:00+00:00,3,2,22.0,8.0
2023-07-28 00:00:00+00:00,5,3,9.0,3.0
2023-07-29 00:00:00+00:00,3,2,2.0,1.0
2023-07-30 00:00:00+00:00,3,2,,
2023-07-31 00:00:00+00:00,4,3,14.0,4.0
2023-08-01 00:00:00+00:00,3,2,1.0,1.0
2023-08-02 00:00:00+00:00,4,3,2.0,2.0
2023-08-03 00:00:00+00:00,3,2,,
2023-08-04 00:00:00+00:00,3,2,,
2023-08-05 00:00:00+00:00,3,2,,
2023-08-06 00:00:00+00:00,4,3,,
2023-08-07 00:00:00+00:00,6,4,8.0,4.0
2023-08-08 00:00:00+00:00,1,1,15.0,5.0
