time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-10 00:00:00+00:00,14,6,0,0
2026-01-11 00:00:00+00:00,7,3,0,0
2026-01-12 00:00:00+00:00,7,3,5,3
2026-01-13 00:00:00+00:00,14,6,0,0
2026-01-14 00:00:00+00:00,8,4,10,4
2026-01-15 00:00:00+00:00,7,3,6,1
2026-01-16 00:00:00+00:00,10,6,1,1
2026-01-17 00:00:00+00:00,9,5,1,1
2026-01-18 00:00:00+00:00,12,4,0,0
2026-01-19 00:00:00+00:00,2,2,0,0
2026-01-20 00:00:00+00:00,5,5,15,1
2026-01-21 00:00:00+00:00,3,3,23,7
2026-01-22 00:00:00+00:00,7,3,6,1
2026-01-23 00:00:00+00:00,14,6,26,6
