url_path,views_total,views_unique
/marcin-l/PegaDevTools,43,16
/marcin-l/PegaDevTools/wiki/Configuration,29,5
/marcin-l/PegaDevTools/wiki,23,5
/marcin-l/PegaDevTools/commit/64c1cbe56e4c2628590a48aab353c328c0108cb6,22,3
/marcin-l/PegaDevTools/issues,22,3
/marcin-l/PegaDevTools/commit/071e52aab0bd15d5de75b576feaa4cd835cc16ab,21,3
/marcin-l/PegaDevTools/commit/ee76155ec1c5110317ac079304fb3dbe9a5ad4e9,21,3
/marcin-l/PegaDevTools/releases/tag/1.0,20,5
/marcin-l/PegaDevTools/commit/263c9c053326bd324db42014bdfd1ac884c250bb,20,3
/marcin-l/PegaDevTools/commit/cf0e16cf6ae4774f34286f70d5f85ba9a0dc0568,20,3
