url_path,views_total,views_unique
/marcin-l/PegaDevTools,49,25
/marcin-l/PegaDevTools/wiki,32,12
/marcin-l/PegaDevTools/releases/tag/1.0,25,8
/marcin-l/PegaDevTools/wiki/Configuration,24,7
/marcin-l/PegaDevTools/commit/071e52aab0bd15d5de75b576feaa4cd835cc16ab,18,3
/marcin-l/PegaDevTools/commit/263c9c053326bd324db42014bdfd1ac884c250bb,18,3
/marcin-l/PegaDevTools/commit/3b6f9f7f9533a4d8dd4240e5de97c4a7f9e5e70d,18,3
/marcin-l/PegaDevTools/commit/64c1cbe56e4c2628590a48aab353c328c0108cb6,18,3
/marcin-l/PegaDevTools/commit/977cba9feda88452e8342c53634709d7794c0b5a,18,3
/marcin-l/PegaDevTools/commit/9ab1172c5417d5723ac8737e27e937a33cfeab17,18,3
