url_path,views_total,views_unique
/marcin-l/PegaDevTools,57,30
/marcin-l/PegaDevTools/releases/tag/1.0,26,11
/marcin-l/PegaDevTools/wiki,20,7
/marcin-l/PegaDevTools/commit/cf0e16cf6ae4774f34286f70d5f85ba9a0dc0568,18,3
/marcin-l/PegaDevTools/commit/0c0ff71b5c40c36314cf9acc4be28085d4c07198,16,3
/marcin-l/PegaDevTools/commit/263c9c053326bd324db42014bdfd1ac884c250bb,16,3
/marcin-l/PegaDevTools/commit/399b65303001e8cd0064b6e65ebb89ef28848873,16,3
/marcin-l/PegaDevTools/commit/9ab1172c5417d5723ac8737e27e937a33cfeab17,16,3
/marcin-l/PegaDevTools/commit/bc2ef349f00981558e08d4c4ce4c1c1024ae4c23,16,3
/marcin-l/PegaDevTools/commit/ee76155ec1c5110317ac079304fb3dbe9a5ad4e9,15,3
