url_path,views_total,views_unique
/marcin-l/PegaDevTools,22,7
/marcin-l/PegaDevTools/releases/tag/1.0,17,6
/marcin-l/PegaDevTools/wiki,17,5
/marcin-l/PegaDevTools/commit/64c1cbe56e4c2628590a48aab353c328c0108cb6,16,3
/marcin-l/PegaDevTools/issues,15,4
/marcin-l/PegaDevTools/commit/977cba9feda88452e8342c53634709d7794c0b5a,14,3
/marcin-l/PegaDevTools/commit/de16c2894c4abebba94f908b9f6b1ff4d40d4bac,14,3
/marcin-l/PegaDevTools/commit/fe083e8cc0de3bac5283636e4005ee490f450668,14,3
/marcin-l/PegaDevTools/commit/9ab1172c5417d5723ac8737e27e937a33cfeab17,13,3
/marcin-l/PegaDevTools/wiki/Configuration,13,3
